YEAR,DOY,T2M,T2M_MIN,T2M_MAX,T2MDEW,PRECTOTCORR,RH2M,GWETPROF,GWETROOT,GWETTOP
2019,65,-2.66,-7.23,2.6,-6.5,0.09,78.0,0.59,0.61,0.59
2019,66,-2.24,-7.5,3.77,-6.67,0.01,75.19,0.59,0.61,0.59
2019,67,-1.42,-4.09,2.61,-4.49,1.15,81.69,0.59,0.61,0.59
2019,68,-2.6,-6.08,0.84,-4.87,3.48,87.94,0.6,0.61,0.59
2019,69,-3.51,-7.35,2.03,-7.47,0.0,78.5,0.6,0.61,0.59
2019,70,-1.93,-7.81,5.64,-9.11,0.0,63.75,0.6,0.61,0.59
2019,71,0.33,-5.22,7.21,-7.47,0.0,58.5,0.6,0.61,0.59
2019,72,1.58,-2.41,7.15,-4.39,0.0,66.62,0.6,0.61,0.59
2019,73,2.15,-2.94,8.65,-5.1,0.0,62.0,0.59,0.61,0.59
2019,74,2.3,-2.77,8.98,-5.35,0.0,59.75,0.59,0.61,0.59
2019,75,4.86,-0.87,11.08,-3.11,0.0,59.12,0.59,0.61,0.59
2019,76,4.93,0.55,10.05,-1.78,0.02,64.19,0.59,0.61,0.59
2019,77,5.64,-0.04,12.33,-2.47,0.0,58.56,0.6,0.61,0.6
2019,78,3.37,-0.19,7.16,-3.66,0.0,60.88,0.6,0.62,0.6
2019,79,2.73,-1.24,8.72,-4.88,0.02,59.94,0.61,0.62,0.6
2019,80,1.89,-0.88,5.67,-2.99,2.28,71.44,0.61,0.62,0.6
2019,81,3.26,-0.71,7.9,-2.08,0.33,70.81,0.61,0.62,0.61
2019,82,2.68,-1.35,7.85,-1.29,4.1,77.69,0.61,0.62,0.62
2019,83,1.28,-3.42,5.45,-2.99,7.79,76.69,0.62,0.64,0.64
2019,84,2.08,-4.4,8.58,-4.82,0.0,63.38,0.62,0.64,0.63
2019,85,6.05,-0.56,12.63,-2.19,0.05,58.12,0.62,0.65,0.64
2019,86,7.36,3.88,13.19,3.62,1.87,79.44,0.63,0.65,0.65
2019,87,7.14,3.31,11.86,3.3,2.59,78.88,0.64,0.66,0.66
2019,88,5.07,0.79,9.94,1.87,4.82,82.25,0.65,0.67,0.67
2019,89,2.19,-1.1,6.95,-1.2,8.03,80.81,0.66,0.69,0.7
2019,90,3.49,-2.15,9.23,-2.17,0.07,70.19,0.67,0.69,0.68
2019,91,3.33,-1.14,8.88,-2.27,1.28,70.94,0.67,0.7,0.68
2019,92,5.6,-1.48,14.04,-5.27,0.0,51.62,0.67,0.69,0.68
2019,93,8.32,4.51,15.08,2.76,1.22,70.88,0.67,0.69,0.67
2019,94,8.64,3.9,13.69,3.28,6.23,71.56,0.67,0.7,0.7
2019,95,7.15,3.63,10.95,3.62,3.91,80.25,0.68,0.7,0.69
2019,96,3.91,-0.8,8.81,1.09,8.73,84.19,0.69,0.71,0.71
2019,97,5.37,-1.12,12.12,-2.65,0.0,61.06,0.69,0.71,0.7
2019,98,6.78,2.71,11.26,1.26,0.05,69.12,0.69,0.71,0.7
2019,99,7.88,3.66,13.48,3.74,2.5,77.25,0.69,0.7,0.7
2019,100,6.87,3.94,10.87,3.59,3.68,81.44,0.69,0.71,0.7
2019,101,6.32,3.01,10.15,2.34,1.21,77.56,0.69,0.71,0.7
2019,102,6.68,1.67,12.99,1.39,1.07,72.88,0.69,0.71,0.7
2019,103,8.56,2.59,15.62,0.8,0.0,61.69,0.69,0.71,0.69
2019,104,10.94,5.51,17.16,1.9,0.0,56.19,0.68,0.7,0.69
2019,105,9.07,5.58,15.09,5.01,4.27,77.62,0.68,0.7,0.7
2019,106,5.81,2.54,9.6,3.51,7.63,86.94,0.69,0.71,0.71
2019,107,6.26,1.55,13.21,0.56,0.32,71.25,0.7,0.71,0.7
2019,108,8.74,2.18,15.97,0.38,0.03,61.44,0.69,0.71,0.7
2019,109,9.25,5.95,13.72,5.18,6.22,77.69,0.69,0.71,0.7
2019,110,7.98,4.32,13.93,3.88,6.55,78.94,0.7,0.72,0.72
2019,111,5.75,1.61,13.35,3.08,7.06,85.25,0.7,0.73,0.72
2019,112,5.25,0.75,10.98,0.09,1.48,74.0,0.7,0.73,0.72
2019,113,6.16,0.82,12.39,2.3,2.46,78.06,0.7,0.73,0.71
2019,114,6.06,0.79,11.77,2.82,12.43,81.5,0.71,0.73,0.74
2019,115,2.54,-0.82,7.23,-1.93,2.06,76.06,0.72,0.74,0.73
2019,116,2.0,-1.4,6.19,-2.84,2.83,74.12,0.72,0.74,0.73
2019,117,3.45,-1.88,9.77,-3.92,0.11,62.69,0.72,0.74,0.73
2019,118,4.61,-0.75,9.29,-1.41,0.0,67.69,0.72,0.74,0.73
2019,119,6.59,0.66,12.15,0.48,0.09,68.94,0.71,0.73,0.72
2019,120,5.84,1.31,10.02,0.2,1.93,70.0,0.71,0.73,0.72
2019,121,5.84,0.17,11.79,0.52,4.25,73.06,0.71,0.73,0.73
2019,122,5.43,0.06,11.26,0.38,2.42,74.12,0.71,0.73,0.73
2019,123,3.09,-2.22,9.89,-5.17,0.18,60.06,0.71,0.73,0.72
2019,124,4.75,-1.6,12.38,-7.33,0.0,45.0,0.71,0.73,0.71
2019,125,8.13,0.33,15.79,-8.82,0.0,31.19,0.7,0.73,0.7
2019,126,9.13,2.01,16.22,-6.6,0.0,35.88,0.7,0.72,0.7
2019,127,9.81,1.87,17.62,-3.99,0.0,41.56,0.7,0.71,0.69
2019,128,10.97,4.06,18.41,-1.6,0.0,44.75,0.69,0.7,0.69
2019,129,12.58,4.21,20.65,-1.07,0.0,42.75,0.68,0.7,0.68
2019,130,13.52,7.21,20.55,1.22,0.0,47.0,0.68,0.7,0.67
2019,131,13.87,8.52,21.09,2.3,0.0,49.12,0.67,0.69,0.66
2019,132,12.45,7.08,18.27,3.12,0.0,55.69,0.66,0.68,0.66
2019,133,11.69,5.51,18.34,1.98,0.0,54.5,0.66,0.68,0.66
2019,134,11.81,4.73,19.47,0.88,0.0,51.94,0.66,0.67,0.65
2019,135,12.76,6.87,18.69,3.65,0.0,56.69,0.66,0.67,0.65
2019,136,11.66,6.12,17.97,3.32,0.0,59.81,0.65,0.66,0.64
2019,137,11.23,6.24,17.23,1.55,0.01,54.38,0.65,0.66,0.64
2019,138,9.0,4.94,13.8,4.48,1.8,75.88,0.65,0.66,0.65
2019,139,10.26,6.33,14.8,5.5,5.81,75.69,0.65,0.66,0.66
2019,140,13.33,4.78,20.37,4.67,0.03,60.62,0.65,0.66,0.64
2019,141,13.1,5.71,20.8,4.62,1.47,60.75,0.64,0.66,0.64
2019,142,10.51,3.3,16.34,1.83,0.36,59.62,0.64,0.66,0.64
2019,143,8.69,0.93,16.46,-3.75,0.0,45.62,0.64,0.66,0.63
2019,144,9.94,4.69,17.06,1.11,0.95,57.81,0.63,0.65,0.63
2019,145,8.48,1.76,13.73,0.72,0.49,62.44,0.63,0.65,0.63
2019,146,10.49,5.29,15.65,3.82,0.31,66.69,0.63,0.65,0.62
2019,147,12.15,4.92,19.13,3.44,0.0,60.0,0.62,0.64,0.62
2019,148,14.11,5.13,22.64,0.18,0.0,45.31,0.62,0.63,0.62
2019,149,16.67,7.99,24.44,0.61,0.0,37.0,0.62,0.63,0.61
2019,150,16.87,11.11,23.66,1.19,0.0,37.69,0.62,0.62,0.6
2019,151,16.12,10.03,21.4,4.87,0.19,49.75,0.61,0.62,0.6
2019,152,14.7,8.83,21.27,7.51,3.5,65.56,0.61,0.62,0.61
2019,153,10.9,7.76,13.73,7.53,5.43,81.06,0.62,0.62,0.62
2019,154,12.44,7.9,16.99,7.33,0.38,73.0,0.62,0.62,0.61
2019,155,13.97,9.56,18.01,7.34,1.93,66.94,0.62,0.62,0.62
2019,156,14.22,9.4,20.27,7.31,1.59,66.56,0.62,0.62,0.61
2019,157,12.3,7.26,16.9,6.48,5.41,69.44,0.62,0.63,0.62
2019,158,13.76,5.77,20.76,3.79,0.02,55.5,0.62,0.63,0.61
2019,159,11.68,6.43,17.43,1.62,3.42,54.62,0.61,0.62,0.62
2019,160,11.9,5.13,18.71,1.4,0.37,54.81,0.61,0.62,0.61
2019,161,8.96,4.2,13.62,1.84,2.14,64.62,0.61,0.62,0.61
2019,162,8.86,4.41,13.54,2.58,1.03,67.75,0.61,0.62,0.61
2019,163,10.97,3.24,17.83,2.11,0.13,58.88,0.61,0.62,0.6
2019,164,13.7,6.12,20.56,4.16,0.01,56.56,0.6,0.62,0.59
2019,165,15.22,7.76,22.12,4.69,1.51,54.38,0.6,0.61,0.59
2019,166,13.37,8.51,18.03,5.03,0.29,59.44,0.6,0.61,0.59
2019,167,13.83,6.68,20.48,1.3,0.0,47.38,0.59,0.61,0.59
2019,168,14.56,6.59,21.87,0.87,0.0,43.31,0.59,0.6,0.58
2019,169,14.37,7.98,20.55,1.77,0.07,45.75,0.59,0.59,0.58
2019,170,14.63,7.43,21.42,3.35,0.0,50.56,0.59,0.59,0.57
2019,171,15.79,7.94,22.63,4.37,0.0,51.69,0.58,0.59,0.56
2019,172,17.48,9.04,24.71,4.48,0.0,47.12,0.58,0.59,0.55
2019,173,17.07,11.31,22.87,2.86,0.0,41.38,0.57,0.58,0.54
2019,174,16.36,10.06,22.68,1.53,0.0,39.0,0.57,0.58,0.52
2019,175,17.12,9.29,24.51,1.07,0.0,37.44,0.57,0.57,0.51
2019,176,17.94,10.09,25.24,1.66,0.0,37.25,0.56,0.57,0.49
2019,177,18.76,10.89,25.77,1.91,0.0,34.88,0.56,0.56,0.48
2019,178,17.4,11.93,24.26,4.12,0.1,43.94,0.55,0.56,0.47
2019,179,16.63,11.87,21.7,5.55,0.1,49.88,0.55,0.56,0.47
2019,180,18.52,11.18,25.23,5.39,0.24,44.94,0.55,0.56,0.46
2019,181,20.47,11.94,26.75,6.07,1.08,42.38,0.55,0.56,0.46
2019,182,21.28,13.83,28.09,4.81,0.0,36.69,0.55,0.55,0.45
2019,183,21.55,13.43,30.1,6.26,0.16,42.0,0.55,0.55,0.45
2019,184,15.76,10.33,21.44,7.49,2.8,62.62,0.55,0.55,0.48
2019,185,16.48,8.72,24.09,1.64,0.0,40.62,0.55,0.55,0.47
2019,186,18.67,11.11,25.8,3.41,0.0,38.88,0.55,0.55,0.46
2019,187,19.15,12.37,24.87,5.76,1.04,43.94,0.55,0.55,0.46
2019,188,19.97,13.91,25.72,6.87,0.55,45.81,0.55,0.55,0.45
2019,189,21.34,14.96,27.61,4.83,0.0,36.12,0.54,0.55,0.45
2019,190,19.75,14.75,25.64,6.58,0.41,44.44,0.54,0.54,0.44
2019,191,19.73,13.12,26.43,5.03,0.0,42.12,0.54,0.54,0.44
2019,192,21.9,13.33,29.76,4.77,0.0,35.56,0.53,0.54,0.43
2019,193,22.38,15.75,30.45,6.75,0.0,39.56,0.53,0.53,0.42
2019,194,22.76,15.8,30.4,5.02,0.0,34.88,0.53,0.53,0.41
2019,195,22.19,15.33,29.67,3.9,0.0,33.12,0.52,0.53,0.41
2019,196,21.37,14.55,28.91,2.48,0.0,31.75,0.52,0.52,0.41
2019,197,22.26,15.35,29.82,2.29,0.0,29.25,0.52,0.52,0.4
2019,198,23.36,16.94,30.21,2.71,0.0,27.62,0.52,0.52,0.4
2019,199,23.46,16.09,31.0,1.52,0.0,25.69,0.52,0.52,0.39
2019,200,24.34,16.78,31.88,-0.84,0.0,20.69,0.52,0.52,0.39
2019,201,23.93,17.29,31.41,1.74,0.0,25.44,0.52,0.52,0.38
2019,202,22.84,16.25,29.6,4.19,0.0,31.81,0.51,0.51,0.38
2019,203,22.35,15.41,30.09,4.05,0.0,32.12,0.51,0.51,0.36
2019,204,21.48,14.35,29.47,2.58,0.0,31.44,0.51,0.51,0.35
2019,205,20.19,14.12,27.81,2.89,0.0,33.75,0.51,0.51,0.34
2019,206,18.72,12.96,25.46,1.31,0.0,33.81,0.5,0.5,0.33
2019,207,18.95,12.66,26.37,1.2,0.0,32.19,0.5,0.5,0.32
2019,208,19.01,12.72,26.55,2.74,0.0,35.81,0.5,0.5,0.31
2019,209,21.21,13.11,29.09,1.3,0.0,29.5,0.5,0.5,0.31
2019,210,22.62,15.26,29.74,3.96,0.02,32.06,0.5,0.5,0.3
2019,211,21.12,15.23,27.83,9.79,0.03,51.31,0.5,0.5,0.3
2019,212,21.76,16.14,29.24,7.3,0.0,42.69,0.5,0.49,0.3
2019,213,22.44,15.4,29.58,5.4,0.72,35.44,0.5,0.49,0.3
2019,214,22.12,15.69,28.73,4.67,0.48,34.44,0.49,0.49,0.3
2019,215,21.32,14.17,28.46,5.51,0.0,38.75,0.49,0.49,0.3
2019,216,20.05,14.6,26.48,4.42,0.02,37.0,0.49,0.49,0.3
2019,217,21.56,13.57,29.5,4.93,0.0,36.19,0.49,0.49,0.29
2019,218,22.84,16.06,30.16,4.3,0.0,32.06,0.49,0.49,0.29
2019,219,22.65,15.76,30.49,2.4,0.0,28.88,0.49,0.49,0.28
2019,220,22.82,15.13,30.9,0.45,0.0,25.31,0.49,0.49,0.27
2019,221,17.69,10.46,25.24,-1.13,0.0,29.5,0.49,0.48,0.27
2019,222,16.35,7.57,25.53,-4.2,0.0,26.88,0.49,0.48,0.27
2019,223,20.24,10.62,29.47,-2.31,0.0,24.12,0.48,0.48,0.26
2019,224,21.82,14.3,30.54,-4.69,0.0,18.94,0.48,0.48,0.25
2019,225,19.76,13.83,26.9,-0.01,0.0,28.19,0.48,0.48,0.24
2019,226,16.04,10.11,21.83,2.55,0.66,41.88,0.48,0.48,0.24
2019,227,13.94,8.12,20.01,0.2,1.25,43.06,0.48,0.48,0.27
2019,228,12.84,7.26,18.4,1.87,0.06,49.88,0.48,0.48,0.29
2019,229,11.91,7.44,17.45,2.57,0.3,55.69,0.48,0.48,0.29
2019,230,12.91,6.44,20.11,0.83,0.0,47.75,0.48,0.48,0.29
2019,231,14.01,7.41,21.19,1.15,0.0,44.75,0.48,0.48,0.28
2019,232,14.97,7.52,22.64,0.35,0.0,41.81,0.48,0.48,0.27
2019,233,16.71,9.05,24.6,-0.49,0.0,33.94,0.48,0.48,0.27
2019,234,17.98,10.7,25.58,1.5,0.0,36.19,0.48,0.48,0.27
2019,235,16.16,10.33,22.8,4.33,0.72,48.75,0.48,0.48,0.27
2019,236,15.4,9.29,22.67,4.44,0.06,52.75,0.48,0.48,0.28
2019,237,17.68,10.58,26.17,0.37,0.0,34.94,0.48,0.48,0.27
2019,238,19.08,12.02,27.42,-0.73,0.0,28.31,0.48,0.48,0.27
2019,239,18.53,12.42,26.22,-3.06,0.0,25.31,0.48,0.48,0.26
2019,240,18.46,11.0,26.4,-1.26,0.0,28.31,0.48,0.48,0.25
2019,241,18.86,13.22,25.06,2.01,0.0,33.88,0.48,0.48,0.25
2019,242,15.61,9.48,23.1,1.12,0.0,40.38,0.48,0.48,0.24
2019,243,13.94,7.24,22.19,-3.77,0.0,32.56,0.48,0.48,0.24
2019,244,12.03,7.03,17.33,-3.37,0.2,34.94,0.48,0.48,0.24
2019,245,13.17,6.79,20.93,-3.44,0.0,33.88,0.48,0.48,0.24
2019,246,13.4,6.42,21.81,-5.09,0.0,30.81,0.48,0.48,0.23
2019,247,12.83,7.55,19.94,-2.77,0.02,34.94,0.48,0.48,0.23
2019,248,11.88,5.8,19.16,-0.85,0.01,43.38,0.48,0.48,0.23
2019,249,8.83,4.0,14.58,-2.21,0.21,48.0,0.48,0.48,0.23
2019,250,9.22,2.36,17.52,-7.8,0.0,34.38,0.48,0.48,0.23
2019,251,9.21,4.73,14.76,-6.21,0.04,36.38,0.48,0.48,0.23
2019,252,6.33,2.44,9.93,0.06,4.55,65.31,0.48,0.48,0.3
2019,253,5.74,1.02,12.23,-1.14,1.65,65.62,0.48,0.48,0.41
2019,254,8.08,2.0,16.35,-3.28,0.0,50.0,0.48,0.48,0.41
2019,255,9.9,3.17,17.95,-3.49,0.0,43.19,0.48,0.48,0.39
2019,256,11.17,4.27,19.15,-4.92,0.0,35.38,0.48,0.48,0.38
2019,257,12.7,6.48,20.45,-4.13,0.17,33.0,0.48,0.48,0.36
2019,258,10.12,4.31,16.26,1.57,2.38,58.56,0.48,0.48,0.41
2019,259,8.59,2.34,15.87,-2.6,0.16,50.5,0.48,0.48,0.41
2019,260,10.19,3.58,18.66,-2.46,0.0,45.5,0.48,0.48,0.4
2019,261,14.48,5.02,24.2,-5.81,0.0,27.69,0.48,0.48,0.38
2019,262,16.32,9.69,24.49,-2.92,0.0,27.94,0.48,0.48,0.36
2019,263,15.97,10.73,24.16,-1.78,0.0,32.31,0.48,0.48,0.34
2019,264,16.55,8.76,25.01,-3.14,0.0,28.75,0.48,0.48,0.33
2019,265,17.8,9.28,27.81,-5.57,0.0,22.69,0.48,0.48,0.31
2019,266,13.22,8.32,19.44,1.45,0.0,46.62,0.48,0.48,0.3
2019,267,13.8,8.11,21.43,2.23,0.0,48.44,0.48,0.48,0.3
2019,268,14.56,9.45,22.19,1.58,0.0,44.5,0.48,0.48,0.3
2019,269,15.55,10.1,23.55,-0.47,0.0,36.94,0.48,0.48,0.29
2019,270,15.73,7.72,25.31,-3.5,0.0,28.62,0.48,0.48,0.28
2019,271,13.89,8.69,21.22,-0.78,0.0,38.38,0.48,0.48,0.27
2019,272,12.16,4.27,21.41,-1.38,1.96,42.5,0.48,0.48,0.27
2019,273,6.55,2.87,12.31,0.74,4.57,69.69,0.48,0.48,0.45
2019,274,5.77,1.26,12.52,-2.58,1.16,59.75,0.48,0.48,0.47
2019,275,6.01,1.08,13.1,-3.55,0.0,53.5,0.48,0.49,0.46
2019,276,7.38,1.71,15.05,-2.73,0.0,51.75,0.48,0.48,0.45
2019,277,7.83,4.07,14.02,-0.4,0.0,58.62,0.48,0.48,0.43
2019,278,8.62,4.73,14.46,-0.77,0.11,53.5,0.48,0.48,0.42
2019,279,9.3,3.87,16.37,-0.66,0.0,52.5,0.48,0.48,0.41
2019,280,10.48,4.26,17.68,-1.09,0.05,48.5,0.48,0.48,0.4
2019,281,8.29,4.68,13.54,-1.74,0.23,51.19,0.48,0.48,0.39
2019,282,7.94,3.58,14.55,-0.4,0.01,58.5,0.48,0.48,0.39
2019,283,9.49,3.37,17.39,-4.36,0.0,40.75,0.48,0.48,0.38
2019,284,7.51,0.15,13.9,-1.77,0.0,53.69,0.48,0.48,0.37
2019,285,5.87,0.09,13.87,-10.67,0.0,32.56,0.48,0.48,0.36
2019,286,10.45,4.47,19.44,-10.95,0.0,22.0,0.48,0.48,0.35
2019,287,7.36,-0.1,14.76,-4.62,1.81,45.62,0.48,0.48,0.37
2019,288,6.02,-0.14,13.87,-4.2,0.01,50.5,0.48,0.48,0.4
2019,289,8.11,2.8,15.98,-5.85,0.0,39.19,0.48,0.48,0.39
2019,290,6.06,0.68,12.2,-3.84,0.0,53.12,0.48,0.48,0.38
2019,291,4.4,-1.13,12.0,-6.08,0.0,51.56,0.48,0.48,0.38
2019,292,7.44,2.43,15.49,-8.43,0.0,33.06,0.48,0.48,0.36
2019,293,6.95,2.59,14.86,-8.41,0.0,33.94,0.48,0.48,0.35
2019,294,3.91,-0.42,9.62,-8.12,0.0,42.19,0.48,0.48,0.35
2019,295,3.04,-0.56,9.58,-8.68,0.0,42.44,0.48,0.48,0.34
2019,296,3.87,-0.41,10.71,-10.74,0.0,35.06,0.48,0.48,0.34
2019,297,4.13,-0.14,11.19,-9.22,0.0,37.62,0.48,0.48,0.34
2019,298,4.78,0.89,11.77,-9.77,0.0,34.69,0.48,0.48,0.33
2019,299,5.28,1.71,12.32,-9.7,0.0,33.25,0.48,0.48,0.32
2019,300,6.0,2.24,12.03,-7.8,0.0,37.31,0.48,0.48,0.32
2019,301,4.84,0.89,10.79,-4.94,0.02,52.62,0.48,0.48,0.32
2019,302,5.8,0.26,14.26,-9.08,0.0,36.88,0.48,0.48,0.31
2019,303,7.51,3.15,12.94,-1.1,0.22,56.56,0.48,0.48,0.31
2019,304,7.0,3.22,12.69,0.28,0.16,65.5,0.48,0.48,0.31
2019,305,5.54,2.28,10.89,1.05,1.2,75.0,0.48,0.48,0.31
2019,306,3.62,0.57,8.82,0.3,3.62,81.44,0.48,0.48,0.42
2019,307,5.36,0.62,11.72,-0.92,0.1,66.81,0.48,0.48,0.45
2019,308,1.61,-5.62,6.21,-2.9,5.12,74.44,0.49,0.49,0.5
2019,309,-4.36,-7.22,1.33,-10.1,0.54,67.62,0.49,0.49,0.48
2019,310,-3.95,-7.19,0.86,-9.88,0.02,65.81,0.49,0.49,0.48
2019,311,-0.3,-3.56,5.21,-6.55,0.01,63.5,0.49,0.49,0.48
2019,312,1.9,-1.67,8.03,-6.43,0.0,55.25,0.49,0.49,0.48
2019,313,3.19,-0.6,10.2,-8.55,0.0,42.69,0.49,0.49,0.48
2019,314,0.26,-5.62,5.9,-8.33,0.01,56.69,0.49,0.49,0.48
2019,315,-2.19,-5.89,4.29,-12.11,0.0,50.69,0.49,0.49,0.47
2019,316,1.25,-4.38,9.08,-13.38,0.0,32.62,0.49,0.49,0.47
2019,317,2.62,-1.8,9.62,-13.52,0.0,29.25,0.49,0.49,0.46
2019,318,1.94,-1.63,8.17,-9.04,0.0,44.38,0.49,0.49,0.46
2019,319,0.12,-2.77,5.3,-6.85,0.0,60.38,0.49,0.49,0.45
2019,320,-0.3,-4.0,5.82,-11.81,0.0,42.81,0.49,0.49,0.45
2019,321,0.7,-2.52,6.55,-12.68,0.0,35.44,0.48,0.48,0.45
2019,322,-0.05,-3.28,5.35,-8.53,0.0,53.5,0.48,0.48,0.45
2019,323,-0.96,-5.58,6.42,-11.16,0.0,48.0,0.48,0.48,0.44
2019,324,-2.06,-5.13,3.0,-7.98,1.6,65.56,0.48,0.48,0.44
2019,325,-4.47,-6.74,-0.77,-6.73,6.48,87.25,0.48,0.48,0.45
2019,326,-5.22,-7.63,-2.11,-7.93,2.11,84.19,0.48,0.48,0.46
2019,327,-5.37,-7.75,-1.17,-8.14,3.77,83.62,0.48,0.49,0.47
