YEAR,DOY,T2M,T2M_MIN,T2M_MAX,T2MDEW,PRECTOTCORR,RH2M,GWETPROF,GWETROOT,GWETTOP
2019,81,3.7,-0.33,8.44,-4.81,8.1,54.94,0.62,0.63,0.64
2019,82,3.01,-1.23,10.19,-4.27,0.89,62.5,0.62,0.63,0.63
2019,83,1.71,-2.31,6.61,-4.88,1.12,64.94,0.63,0.64,0.63
2019,84,3.7,-1.39,9.58,-5.62,0.0,52.31,0.63,0.64,0.63
2019,85,7.35,0.58,13.59,-2.95,0.0,49.31,0.63,0.63,0.62
2019,86,7.77,3.05,14.62,3.03,0.63,73.62,0.63,0.63,0.62
2019,87,5.96,3.01,9.9,2.69,6.54,80.44,0.63,0.64,0.66
2019,88,7.78,0.81,15.49,0.2,0.86,63.69,0.64,0.65,0.64
2019,89,2.58,-0.45,6.3,-1.11,3.35,77.81,0.64,0.65,0.66
2019,90,4.89,-1.02,11.29,-1.87,0.2,65.25,0.64,0.65,0.65
2019,91,4.91,1.3,9.65,0.8,0.21,76.62,0.64,0.65,0.64
2019,92,6.26,0.61,13.12,-3.33,0.25,57.0,0.64,0.65,0.63
2019,93,9.72,3.61,17.38,1.35,0.47,58.56,0.63,0.64,0.63
2019,94,9.15,4.18,14.0,3.3,0.75,68.38,0.63,0.64,0.64
2019,95,6.7,3.65,10.22,4.0,2.29,83.56,0.63,0.64,0.64
2019,96,4.69,1.22,9.15,2.05,5.83,84.38,0.64,0.65,0.67
2019,97,7.26,-0.45,14.42,-4.72,0.0,48.5,0.64,0.65,0.65
2019,98,8.81,4.2,14.08,-0.86,0.0,53.5,0.64,0.65,0.64
2019,99,9.35,4.01,17.21,3.43,1.23,70.31,0.64,0.65,0.64
2019,100,6.16,4.17,10.3,3.41,5.95,83.31,0.65,0.66,0.68
2019,101,5.81,3.34,10.39,3.39,1.35,85.31,0.65,0.66,0.66
2019,102,7.37,2.47,13.23,0.69,0.9,66.19,0.65,0.66,0.66
2019,103,9.6,1.05,17.34,-0.17,0.05,53.5,0.65,0.66,0.65
2019,104,10.51,6.11,16.26,1.95,0.0,56.69,0.64,0.65,0.64
2019,105,12.26,4.65,22.15,3.13,0.26,60.0,0.64,0.65,0.63
2019,106,7.86,3.2,13.08,5.37,3.04,85.44,0.64,0.65,0.66
2019,107,5.33,1.77,10.51,2.12,5.69,80.88,0.65,0.66,0.68
2019,108,8.28,1.51,15.0,1.62,0.0,66.19,0.65,0.66,0.66
2019,109,9.82,4.24,17.05,2.73,0.02,64.25,0.65,0.66,0.65
2019,110,9.08,5.22,13.33,4.57,0.82,74.81,0.65,0.65,0.65
2019,111,9.15,2.83,16.23,2.78,2.78,68.25,0.64,0.65,0.66
2019,112,6.69,2.72,11.93,2.58,3.98,77.5,0.65,0.66,0.67
2019,113,9.64,3.31,16.36,3.37,0.95,68.25,0.65,0.66,0.66
2019,114,7.2,0.13,12.76,2.73,6.28,74.88,0.65,0.66,0.67
2019,115,2.19,-1.6,6.53,-1.51,14.17,78.62,0.66,0.67,0.72
2019,116,1.47,-1.67,4.41,-1.82,0.92,80.06,0.67,0.68,0.71
2019,117,3.43,-2.13,8.76,-3.2,0.01,64.5,0.67,0.68,0.7
2019,118,5.92,0.26,11.11,-2.6,0.02,55.56,0.67,0.68,0.69
2019,119,7.82,1.34,14.79,-0.71,0.44,59.0,0.67,0.68,0.69
2019,120,2.48,-1.51,4.48,0.44,12.08,87.06,0.68,0.69,0.74
2019,121,5.4,-1.76,11.65,-1.23,0.16,65.44,0.68,0.7,0.71
2019,122,5.92,1.37,11.01,1.08,0.31,73.94,0.68,0.69,0.7
2019,123,5.72,0.69,11.55,-2.74,0.59,59.69,0.68,0.69,0.7
2019,124,6.57,0.51,13.12,-6.13,0.0,42.38,0.67,0.68,0.69
2019,125,6.36,-0.43,13.71,-7.63,0.0,39.31,0.67,0.68,0.68
2019,126,9.11,-1.63,17.35,-6.72,0.0,34.81,0.66,0.67,0.67
2019,127,10.68,3.16,17.59,-2.31,0.0,41.62,0.66,0.66,0.66
2019,128,11.75,4.23,18.8,-1.22,0.0,42.81,0.66,0.66,0.66
2019,129,12.66,4.59,20.08,-0.32,0.0,43.25,0.65,0.66,0.65
2019,130,13.58,5.72,21.1,0.11,0.0,41.88,0.65,0.65,0.63
2019,131,14.05,7.32,20.75,3.42,0.01,51.69,0.64,0.65,0.63
2019,132,10.63,5.99,16.71,3.53,1.85,64.75,0.64,0.64,0.64
2019,133,10.73,6.02,15.63,2.79,0.29,59.44,0.64,0.64,0.63
2019,134,11.98,4.78,18.8,1.48,0.0,51.94,0.63,0.64,0.62
2019,135,12.25,5.29,18.51,1.76,0.01,51.31,0.63,0.63,0.62
2019,136,12.69,6.66,18.81,3.62,0.25,58.31,0.62,0.63,0.62
2019,137,11.3,7.05,16.95,4.91,0.01,68.62,0.62,0.63,0.61
2019,138,9.53,6.34,13.4,5.37,1.84,77.19,0.62,0.63,0.62
2019,139,9.87,5.05,15.17,3.94,2.23,69.25,0.62,0.63,0.62
2019,140,12.74,5.26,19.43,2.52,0.0,53.94,0.62,0.63,0.61
2019,141,14.41,7.34,21.4,1.89,0.07,46.69,0.62,0.62,0.6
2019,142,12.2,7.83,16.44,6.44,0.3,69.44,0.62,0.62,0.6
2019,143,11.82,6.23,18.88,1.39,0.19,55.12,0.62,0.62,0.6
2019,144,10.12,3.19,18.35,2.33,7.86,61.06,0.62,0.62,0.63
2019,145,7.87,2.07,13.26,0.48,1.77,63.31,0.62,0.62,0.62
2019,146,8.86,3.27,14.77,0.8,0.07,59.44,0.62,0.62,0.62
2019,147,12.73,2.63,20.2,-0.79,0.01,44.44,0.62,0.62,0.6
2019,148,14.44,4.98,22.01,-1.62,0.0,38.5,0.62,0.62,0.59
2019,149,15.54,5.04,23.72,-3.8,0.0,30.56,0.61,0.61,0.59
2019,150,16.34,6.9,23.51,-1.99,0.0,32.25,0.61,0.61,0.59
2019,151,16.43,10.97,21.94,3.55,0.0,44.75,0.6,0.6,0.58
2019,152,14.15,9.34,20.62,7.8,0.49,68.75,0.6,0.6,0.59
2019,153,11.26,7.23,14.24,7.87,4.89,80.56,0.6,0.61,0.62
2019,154,10.63,6.79,15.19,6.03,0.25,74.88,0.6,0.61,0.59
2019,155,12.15,8.35,17.12,5.79,0.35,68.5,0.6,0.61,0.59
2019,156,12.34,7.37,17.58,6.68,1.53,71.94,0.6,0.6,0.59
2019,157,11.23,7.95,16.84,7.36,3.9,79.44,0.6,0.61,0.61
2019,158,13.04,8.5,18.81,6.67,0.03,69.19,0.6,0.61,0.59
2019,159,10.24,5.39,14.39,4.05,0.64,67.56,0.6,0.61,0.59
2019,160,12.14,4.93,19.1,1.36,0.31,52.5,0.6,0.6,0.59
2019,161,7.31,4.93,10.65,3.65,5.89,78.62,0.6,0.61,0.62
2019,162,8.33,3.33,13.54,0.94,0.4,62.69,0.6,0.61,0.6
2019,163,9.73,4.84,14.94,1.9,5.2,60.19,0.61,0.61,0.62
2019,164,13.5,3.44,21.62,0.45,0.0,46.44,0.61,0.61,0.59
2019,165,15.06,7.51,22.44,0.3,0.05,41.12,0.6,0.61,0.59
2019,166,11.85,7.02,19.34,5.29,0.28,67.88,0.6,0.6,0.59
2019,167,13.79,6.26,21.16,1.85,0.14,50.5,0.59,0.6,0.58
2019,168,14.98,7.05,21.77,-0.35,0.0,38.0,0.59,0.59,0.57
2019,169,14.08,8.23,19.55,3.08,10.88,48.81,0.6,0.61,0.63
2019,170,14.64,7.19,21.2,3.02,0.17,49.25,0.6,0.61,0.59
2019,171,15.08,6.84,21.74,4.44,0.08,53.62,0.6,0.6,0.58
2019,172,16.52,8.36,23.51,4.55,2.7,48.75,0.6,0.6,0.59
2019,173,14.9,11.06,20.01,5.94,0.5,56.69,0.59,0.6,0.58
2019,174,14.86,9.26,20.6,5.33,0.65,57.19,0.59,0.59,0.58
2019,175,16.54,7.51,23.73,2.78,0.01,44.88,0.59,0.59,0.57
2019,176,16.0,11.27,21.23,4.76,3.48,49.94,0.59,0.59,0.59
2019,177,16.55,9.27,22.54,5.86,0.0,53.19,0.59,0.59,0.58
2019,178,14.58,9.86,18.66,6.61,0.05,60.69,0.59,0.59,0.57
2019,179,15.59,7.88,21.45,5.36,0.69,54.06,0.59,0.59,0.57
2019,180,17.8,8.46,24.65,5.07,0.17,47.94,0.59,0.59,0.55
2019,181,17.69,11.6,23.4,7.13,0.21,53.5,0.58,0.59,0.54
2019,182,18.74,10.44,24.29,6.79,0.13,48.94,0.58,0.58,0.52
2019,183,20.76,12.76,28.23,5.69,0.0,40.88,0.58,0.58,0.5
2019,184,15.35,10.63,20.03,10.15,2.25,72.5,0.58,0.58,0.5
2019,185,16.77,8.36,24.54,3.65,0.3,48.38,0.58,0.58,0.5
2019,186,19.44,9.01,27.38,3.86,0.01,39.44,0.57,0.57,0.48
2019,187,18.82,13.2,24.19,6.87,0.35,48.38,0.57,0.57,0.47
2019,188,19.57,12.38,26.23,6.16,0.85,45.56,0.57,0.57,0.46
2019,189,20.89,12.33,27.68,2.45,0.0,32.31,0.57,0.56,0.45
2019,190,19.14,12.83,24.61,5.94,0.34,44.06,0.56,0.56,0.43
2019,191,19.29,12.26,26.16,5.52,0.36,45.12,0.56,0.56,0.42
2019,192,21.73,10.8,30.19,1.92,0.0,32.12,0.56,0.56,0.4
2019,193,23.24,12.84,31.6,2.21,0.02,28.31,0.56,0.55,0.38
2019,194,22.01,16.32,28.61,6.08,3.76,37.56,0.56,0.55,0.39
2019,195,21.48,14.09,29.01,5.71,0.06,40.75,0.56,0.56,0.39
2019,196,21.86,14.63,29.44,3.05,0.0,32.38,0.56,0.55,0.38
2019,197,22.94,13.64,30.81,-0.45,0.0,23.19,0.55,0.55,0.36
2019,198,23.41,15.12,30.91,-1.16,0.05,21.31,0.55,0.55,0.34
2019,199,22.4,13.37,30.15,1.51,0.0,27.75,0.55,0.55,0.33
2019,200,22.95,13.33,30.83,3.36,0.0,32.12,0.55,0.55,0.31
2019,201,23.44,15.76,30.26,2.25,0.0,27.25,0.55,0.55,0.3
2019,202,22.8,15.9,29.96,2.43,0.0,28.56,0.55,0.55,0.3
2019,203,22.09,13.78,29.2,4.98,0.0,36.19,0.55,0.55,0.29
2019,204,22.93,15.33,30.7,2.76,0.0,29.25,0.55,0.55,0.28
2019,205,21.98,14.57,29.57,1.55,0.0,28.88,0.55,0.55,0.27
2019,206,20.9,13.72,27.57,0.3,0.0,26.38,0.55,0.55,0.27
2019,207,20.22,12.77,27.58,-3.36,0.0,22.19,0.55,0.55,0.27
2019,208,20.22,12.42,27.66,-2.38,0.0,22.81,0.55,0.55,0.26
2019,209,22.1,13.19,29.92,0.67,0.0,25.38,0.55,0.54,0.25
2019,210,23.32,15.59,31.14,0.99,0.0,24.88,0.55,0.54,0.25
2019,211,22.62,16.29,29.65,3.67,0.0,30.31,0.55,0.54,0.24
2019,212,22.49,15.1,29.85,4.61,0.08,33.62,0.55,0.54,0.23
2019,213,22.26,15.25,29.24,5.11,0.26,34.31,0.55,0.54,0.23
2019,214,21.07,14.4,27.65,4.7,0.02,37.12,0.55,0.54,0.23
2019,215,21.99,16.21,28.52,2.9,0.0,30.12,0.55,0.54,0.23
2019,216,21.73,14.69,28.08,4.18,0.05,33.56,0.55,0.54,0.23
2019,217,22.84,14.94,30.2,3.12,0.01,29.19,0.55,0.54,0.22
2019,218,22.9,15.13,30.15,3.02,0.09,28.75,0.55,0.54,0.22
2019,219,23.79,14.55,31.98,0.43,0.0,23.38,0.54,0.54,0.21
2019,220,23.98,14.69,32.84,2.9,0.0,27.31,0.54,0.54,0.21
2019,221,21.8,14.33,28.87,0.9,0.05,25.88,0.54,0.54,0.2
2019,222,20.46,11.72,28.5,-1.86,0.0,24.31,0.54,0.54,0.2
2019,223,21.55,11.37,30.97,-2.27,0.0,22.69,0.54,0.54,0.2
2019,224,21.69,14.9,28.74,-3.19,0.0,19.75,0.54,0.54,0.19
2019,225,21.08,14.76,28.12,-2.45,0.0,21.75,0.54,0.54,0.19
2019,226,18.04,12.2,24.76,2.27,0.01,36.19,0.54,0.54,0.19
2019,227,14.83,9.48,21.16,0.55,0.6,39.5,0.54,0.54,0.2
2019,228,15.23,9.49,21.71,-0.95,0.04,35.19,0.54,0.54,0.2
2019,229,12.57,8.4,18.51,0.01,0.27,44.88,0.54,0.54,0.2
2019,230,12.19,7.44,18.01,-0.89,0.0,40.94,0.54,0.54,0.2
2019,231,14.44,6.08,21.75,-2.56,0.0,34.0,0.54,0.54,0.2
2019,232,15.67,6.62,22.98,-3.2,0.0,29.12,0.54,0.54,0.2
2019,233,16.83,8.02,25.3,-4.06,0.0,26.0,0.54,0.54,0.19
2019,234,17.86,10.48,25.32,-3.85,0.0,23.56,0.54,0.54,0.19
2019,235,17.83,10.55,24.95,0.34,0.39,32.31,0.54,0.54,0.19
2019,236,16.86,11.3,22.92,2.43,0.28,40.19,0.54,0.54,0.2
2019,237,18.15,9.15,26.48,-2.7,0.0,27.44,0.54,0.54,0.2
2019,238,19.18,10.05,27.08,-1.98,0.15,25.12,0.54,0.54,0.2
2019,239,18.76,12.39,25.78,-0.4,0.01,28.62,0.54,0.54,0.2
2019,240,19.26,11.62,26.31,-2.13,0.0,24.5,0.54,0.54,0.19
2019,241,18.75,11.49,25.81,0.13,0.0,30.44,0.54,0.54,0.19
2019,242,16.94,11.13,24.07,1.42,0.0,36.81,0.54,0.54,0.19
2019,243,15.45,9.08,22.12,1.5,0.0,40.62,0.54,0.54,0.19
2019,244,15.58,9.83,22.52,-0.95,0.0,34.44,0.54,0.54,0.18
2019,245,14.38,8.44,20.62,-0.27,0.0,38.25,0.54,0.54,0.18
2019,246,15.69,8.23,23.08,-0.57,0.0,35.81,0.54,0.54,0.18
2019,247,14.81,8.03,21.88,-1.67,0.0,34.31,0.54,0.54,0.18
2019,248,12.92,6.98,19.48,1.29,0.03,46.62,0.54,0.54,0.18
2019,249,10.84,6.65,16.44,2.69,0.67,58.88,0.54,0.54,0.19
2019,250,12.04,4.99,19.39,-2.79,0.0,42.56,0.54,0.54,0.19
2019,251,12.95,6.54,20.52,-5.75,0.0,27.81,0.54,0.54,0.19
2019,252,9.51,4.12,17.07,0.69,3.68,57.06,0.54,0.54,0.2
2019,253,5.97,2.08,11.63,-0.77,6.63,65.88,0.55,0.55,0.5
2019,254,9.06,1.36,17.2,-5.71,0.0,37.81,0.55,0.55,0.51
2019,255,11.28,3.76,19.3,-4.82,0.02,34.19,0.55,0.55,0.48
2019,256,12.08,5.44,19.45,-2.32,0.0,39.25,0.55,0.55,0.46
2019,257,13.3,5.74,21.06,-3.32,0.0,34.0,0.55,0.55,0.44
2019,258,10.98,6.26,16.98,0.72,0.54,50.62,0.55,0.55,0.42
2019,259,9.47,3.98,15.27,-0.39,0.25,54.0,0.55,0.55,0.42
2019,260,9.81,3.09,16.73,-4.23,0.0,42.75,0.55,0.55,0.41
2019,261,13.34,2.15,24.05,-8.03,0.0,25.19,0.55,0.55,0.39
2019,262,15.17,7.92,22.88,-2.91,0.0,30.88,0.55,0.55,0.37
2019,263,16.16,7.73,25.07,-3.91,0.0,27.94,0.55,0.55,0.34
2019,264,16.36,7.59,24.69,-4.49,0.0,25.88,0.55,0.55,0.33
2019,265,16.47,6.93,26.26,-5.7,0.0,24.25,0.55,0.54,0.31
2019,266,15.58,7.87,23.65,-2.77,0.0,29.5,0.55,0.54,0.3
2019,267,15.72,7.87,24.35,-2.04,0.0,32.06,0.55,0.54,0.3
2019,268,16.81,10.27,24.7,-0.18,0.0,33.88,0.55,0.54,0.29
2019,269,16.37,11.05,23.51,-0.31,0.0,33.81,0.55,0.54,0.28
2019,270,16.85,10.17,25.05,-1.85,0.0,30.19,0.55,0.54,0.27
2019,271,15.97,10.12,22.54,-1.83,0.02,30.81,0.55,0.54,0.27
2019,272,15.76,8.66,23.94,-1.23,0.34,34.12,0.55,0.54,0.27
2019,273,9.16,6.04,14.01,3.01,4.57,66.81,0.55,0.55,0.39
2019,274,5.08,3.8,6.73,2.76,7.0,85.31,0.55,0.55,0.55
2019,275,6.88,3.3,12.55,2.65,0.22,77.12,0.56,0.56,0.56
2019,276,9.12,3.31,15.44,1.09,0.15,61.0,0.56,0.56,0.55
2019,277,7.65,3.56,11.75,1.27,0.03,64.81,0.56,0.56,0.55
2019,278,8.15,3.46,14.4,0.67,0.0,62.44,0.56,0.56,0.54
2019,279,9.15,2.22,17.44,0.65,0.21,61.06,0.55,0.55,0.53
2019,280,10.85,4.73,17.4,1.09,0.0,55.12,0.55,0.55,0.52
2019,281,10.55,5.25,16.35,0.47,0.48,52.81,0.55,0.55,0.51
2019,282,7.38,3.1,12.92,-1.85,0.0,55.38,0.55,0.55,0.5
2019,283,7.83,0.51,15.48,-3.38,0.0,47.44,0.55,0.55,0.48
2019,284,7.35,3.23,12.83,0.4,0.2,64.19,0.55,0.55,0.48
2019,285,6.74,1.9,13.31,-1.1,0.16,62.5,0.55,0.55,0.47
2019,286,9.18,1.39,17.94,-6.84,0.0,35.25,0.55,0.55,0.45
2019,287,7.69,1.35,14.4,-5.17,1.14,41.56,0.55,0.55,0.45
2019,288,4.76,-0.45,11.5,-2.99,0.74,60.81,0.55,0.55,0.47
2019,289,7.84,0.98,16.21,-5.52,0.0,41.0,0.55,0.55,0.46
2019,290,6.52,1.53,12.42,-4.81,0.01,45.75,0.55,0.55,0.45
2019,291,5.26,0.69,11.73,-4.9,0.02,50.0,0.55,0.55,0.44
2019,292,6.4,0.63,14.49,-7.72,0.0,37.31,0.55,0.55,0.43
2019,293,6.99,2.19,14.17,-6.01,0.0,40.25,0.55,0.55,0.42
2019,294,4.83,1.9,9.97,-5.51,0.03,47.81,0.55,0.55,0.41
2019,295,3.6,-0.34,9.4,-6.97,0.35,47.69,0.55,0.55,0.41
2019,296,3.86,-0.92,9.9,-8.11,0.0,41.75,0.55,0.55,0.41
2019,297,4.4,-1.47,11.74,-9.61,0.0,36.81,0.55,0.55,0.4
2019,298,5.21,0.39,12.01,-10.45,0.0,31.62,0.55,0.55,0.39
2019,299,5.53,0.65,12.61,-11.19,0.0,28.31,0.55,0.55,0.38
2019,300,5.83,-0.27,12.96,-10.12,0.0,30.69,0.55,0.55,0.38
2019,301,3.33,-0.49,7.18,-2.33,0.26,67.94,0.55,0.55,0.38
2019,302,5.72,-1.55,14.05,-4.76,0.0,52.0,0.55,0.55,0.37
2019,303,7.27,1.93,15.4,-3.24,0.0,48.81,0.55,0.55,0.37
2019,304,7.15,2.47,12.62,0.69,0.0,65.81,0.55,0.55,0.36
2019,305,6.63,3.79,12.21,1.51,0.04,72.31,0.55,0.55,0.36
2019,306,4.86,0.97,8.4,1.34,1.59,79.38,0.55,0.55,0.4
2019,307,6.08,0.33,12.79,-3.3,0.03,53.62,0.55,0.55,0.41
2019,308,2.78,-0.77,5.83,0.6,2.98,86.12,0.55,0.55,0.45
2019,309,-2.22,-5.65,1.37,-6.06,0.65,77.06,0.55,0.55,0.49
2019,310,-3.66,-6.51,1.42,-10.83,0.0,59.5,0.55,0.55,0.48
2019,311,-0.68,-6.0,6.33,-10.44,0.0,49.12,0.55,0.55,0.48
2019,312,1.92,-3.67,9.9,-9.88,0.0,43.56,0.55,0.55,0.48
2019,313,2.98,-2.24,10.21,-10.76,0.0,36.25,0.55,0.55,0.48
2019,314,0.05,-5.49,5.38,-9.54,0.03,49.94,0.55,0.55,0.47
2019,315,-2.17,-6.3,3.42,-10.81,0.06,55.88,0.55,0.55,0.46
2019,316,0.88,-5.62,11.76,-14.49,0.0,32.25,0.55,0.55,0.45
2019,317,1.77,-5.37,10.65,-13.2,0.0,32.44,0.55,0.55,0.45
2019,318,2.05,-0.33,7.02,-8.26,0.15,46.5,0.55,0.55,0.45
2019,319,1.35,-1.49,6.78,-5.63,0.0,60.5,0.55,0.55,0.44
2019,320,0.49,-3.43,6.15,-5.48,0.0,66.06,0.55,0.55,0.44
2019,321,0.87,-2.13,6.22,-7.72,0.0,54.0,0.55,0.55,0.43
2019,322,-1.57,-4.68,1.88,-5.52,0.0,75.62,0.55,0.55,0.42
2019,323,-0.58,-4.87,5.71,-8.63,0.0,57.81,0.55,0.55,0.42
2019,324,-0.77,-2.69,1.94,-3.82,0.27,80.88,0.55,0.55,0.42
2019,325,-1.56,-3.1,1.22,-3.02,2.4,91.25,0.55,0.55,0.45
2019,326,-2.45,-5.86,0.12,-3.69,8.42,92.94,0.55,0.55,0.49
2019,327,-3.16,-7.56,2.15,-6.8,0.3,78.25,0.55,0.55,0.55
